company,opportunity_value,old_status_label,new_status_label,status_change_date,lead_created_date,current_lead_status,current_lead_status_date,current_opp_status,current_opp_status_date,billing_period_unit,billing_period
company3152,83,AE - Qualified,Confirmed,2018-07-03 13:12:55,2018-06-19 10:17:10,Customer,2018-07-03 13:28:42,Paying,2018-11-15 11:29:52,year,1
company3152,83,Confirmed,Paying,2018-11-15 11:29:52,2018-06-19 10:17:10,Customer,2018-07-03 13:28:42,Paying,2018-11-15 11:29:52,year,1
company3154,115,MR - Qualification,AE - Qualified,2018-11-14 13:59:41,2018-11-13 08:30:05,Customer,2018-11-23 8:44:26,Confirmed,2018-11-23 08:44:23,year,1
company3154,115,AE - Qualified,Confirmed,2018-11-23 08:44:23,2018-11-13 08:30:05,Customer,2018-11-23 8:44:26,Confirmed,2018-11-23 08:44:23,year,1
company3156,99,AE - Qualified,Confirmed,2019-02-27 14:43:50,2018-01-18 15:24:32,Customer,2019-02-27 14:43:53,Confirmed,2019-02-27 14:43:50,year,1
company3157,54,MR - Qualification,AE - Qualified,2019-02-06 14:31:11,2019-02-05 11:36:28,Customer,2019-03-28 8:42:29,Confirmed,2019-03-27 11:07:55,month,7
company3157,54,AE - Qualified,AE - Solution Design,2019-03-19 08:00:32,2019-02-05 11:36:28,Customer,2019-03-28 8:42:29,Confirmed,2019-03-27 11:07:55,month,3
company3157,54,AE - Solution Design,Confirmed,2019-03-27 11:07:55,2019-02-05 11:36:28,Customer,2019-03-28 8:42:29,Confirmed,2019-03-27 11:07:55,month,10
company3160,54,MR - Qualification,AE - Qualified,2018-11-13 16:34:55,2018-11-07 16:45:46,Customer,2018-11-21 15:07:56,Paying,2018-12-18 19:40:00,month,2
company3160,54,AE - Qualified,Confirmed,2018-11-21 15:07:49,2018-11-07 16:45:46,Customer,2018-11-21 15:07:56,Paying,2018-12-18 19:40:00,month,7
company3160,54,Confirmed,Paying,2018-12-18 19:40:00,2018-11-07 16:45:46,Customer,2018-11-21 15:07:56,Paying,2018-12-18 19:40:00,month,6
company3163,40,MR - Qualification,Opp - Lost,2019-02-20 09:04:33,2019-01-28 15:49:42,Disqualified,2019-02-20 9:04:23,Opp - Lost,2019-02-20 09:04:33,month,6
company3164,129,AE - Qualified,Opp - Lost,2017-08-07 13:51:37,2017-06-19 10:12:14,Disqualified,2018-07-31 13:14:33,Opp - Lost,2017-08-07 13:51:37,year,1
company3165,65,SD - Interested,SD - Engaged,2019-04-17 10:16:32,2019-04-16 14:00:07,Qualified,2019-04-24 11:45:43,AE - Qualified,2019-04-24 11:45:48,month,10
company3165,65,SD - Engaged,AE - Qualified,2019-04-24 11:45:48,2019-04-16 14:00:07,Qualified,2019-04-24 11:45:43,AE - Qualified,2019-04-24 11:45:48,month,8
company3167,29,AE - Qualified,Confirmed,2017-10-19 11:09:19,2017-08-23 13:15:20,Customer,2017-10-19 11:10:07,Paying,2018-01-19 15:18:34,month,4
company3167,29,Confirmed,Paying,2018-01-19 15:18:34,2017-08-23 13:15:20,Customer,2017-10-19 11:10:07,Paying,2018-01-19 15:18:34,month,4
company3169,350,MR - Qualification,Opp - Lost,2018-11-14 14:02:28,2018-11-07 16:12:24,Disqualified,2018-11-14 14:02:36,Opp - Lost,2018-11-14 14:02:28,year,1
company3170,90,AE - Qualified,AE - Negotiation,2018-08-07 08:50:14,2018-05-08 12:35:25,Customer,2019-02-22 12:55:31,Confirmed,2019-02-22 12:59:58,year,1
company3170,90,AE - Negotiation,AE - Solution Design,2018-08-22 06:58:08,2018-05-08 12:35:25,Customer,2019-02-22 12:55:31,Confirmed,2019-02-22 12:59:58,year,1
company3170,90,AE - Solution Design,AE - Qualified,2018-08-30 14:30:41,2018-05-08 12:35:25,Customer,2019-02-22 12:55:31,Confirmed,2019-02-22 12:59:58,year,1
company3170,90,AE - Qualified,Confirmed,2019-02-22 12:59:58,2018-05-08 12:35:25,Customer,2019-02-22 12:55:31,Confirmed,2019-02-22 12:59:58,year,1
company3174,75,SD - Engaged,AE - Qualified,2018-09-03 14:59:07,2018-09-03 12:50:15,Qualified,2018-09-03 14:59:10,Confirmed,2019-03-28 16:35:29,year,1
company3174,75,AE - Qualified,Confirmed,2019-03-28 16:35:29,2018-09-03 12:50:15,Qualified,2018-09-03 14:59:10,Confirmed,2019-03-28 16:35:29,year,1
company3176,60,AE - Qualified,Confirmed,2016-10-25 12:48:16,2016-10-18 09:37:51,Customer,2016-10-25 12:47:54,Paying,2017-01-20 13:31:50,month,9
company3176,60,Confirmed,Paying,2017-01-20 13:31:50,2016-10-18 09:37:51,Customer,2016-10-25 12:47:54,Paying,2017-01-20 13:31:50,month,10
company3178,38,MR - Qualification,AE - Qualified,2019-04-09 10:02:23,2019-04-04 13:22:30,Customer,2019-05-08 16:13:34,Confirmed,2019-05-06 12:29:09,month,2
company3178,38,AE - Qualified,Confirmed,2019-05-06 12:29:09,2019-04-04 13:22:30,Customer,2019-05-08 16:13:34,Confirmed,2019-05-06 12:29:09,month,9
company3180,33,AE - Qualified,Confirmed,2018-01-30 10:35:30,2018-01-17 15:08:48,Customer,2018-01-30 10:52:03,Paying,2018-04-23 16:29:25,month,4
company3180,33,Confirmed,Paying,2018-04-23 16:29:25,2018-01-17 15:08:48,Customer,2018-01-30 10:52:03,Paying,2018-04-23 16:29:25,month,1
company3182,115,AE - Qualified,Opp - Lost,2018-05-17 11:28:27,2018-03-23 15:38:15,Lost,2018-05-17 11:29:06,Opp - Lost,2018-05-17 11:28:27,year,1
company3183,289,AE - Qualified,Opp - Lost,2019-02-13 08:54:30,2018-02-22 08:22:07,Lost,2019-02-13 8:54:33,Opp - Lost,2019-02-13 08:54:30,year,1
company3184,108,AE - Qualified,Opp - Lost,2017-02-09 14:51:57,2016-11-28 12:08:50,Lost,2017-02-09 14:54:29,Opp - Lost,2017-02-09 14:51:57,year,1
company3185,92,AE - Qualified,Opp - Lost,2018-05-04 12:27:29,2017-11-14 11:15:50,Lost,2018-05-04 12:27:55,Opp - Lost,2018-05-04 12:27:29,year,1
company3186,117,MR - Qualification,AE - Qualified,2019-03-18 13:26:51,2019-03-13 17:39:35,Qualified,2019-03-18 13:27:33,AE - Qualified,2019-03-18 13:26:51,year,1
company3187,71,AE - Qualified,Confirmed,2018-06-06 16:31:49,2018-06-06 13:19:29,Customer,2018-06-06 16:31:52,Paying,2018-07-04 18:12:29,month,3
company3187,71,Confirmed,Paying,2018-07-04 18:12:29,2018-06-06 13:19:29,Customer,2018-06-06 16:31:52,Paying,2018-07-04 18:12:29,month,2
company3189,71,AE - Qualified,Opp - Lost,2018-05-23 08:53:09,2018-04-24 10:30:46,Lost,2018-05-23 8:53:14,Opp - Lost,2018-05-23 08:53:09,month,11
company3190,218,SD - Interested,Opp - Lost,2019-04-25 08:59:28,2019-03-05 10:10:12,Not Interested,2019-04-25 9:00:25,Opp - Lost,2019-04-25 08:59:28,year,1
company3191,145,MR - Qualification,AE - Qualified,2019-01-04 08:09:39,2018-12-19 15:00:13,Qualified,2019-01-04 8:09:41,AE - Qualified,2019-01-04 08:09:39,year,1
company3192,228,AE - Qualified,Opp - Lost,2018-06-04 10:04:51,2017-01-12 18:13:59,Qualified,2018-07-06 15:47:05,AE - Qualified,2018-07-02 14:43:28,year,1
company3192,228,Opp - Lost,AE - Qualified,2018-07-02 14:43:28,2017-01-12 18:13:59,Qualified,2018-07-06 15:47:05,AE - Qualified,2018-07-02 14:43:28,year,1
company3194,625,SD - Interested,SD - Engaged,2018-10-10 07:05:18,2018-10-10 06:36:56,Lost,2019-04-12 9:10:44,Opp - Lost,2019-04-12 09:10:40,year,1
company3194,625,SD - Engaged,AE - Qualified,2018-10-10 16:01:19,2018-10-10 06:36:56,Lost,2019-04-12 9:10:44,Opp - Lost,2019-04-12 09:10:40,year,1
company3194,625,AE - Qualified,AE - Solution Design,2018-11-09 08:11:25,2018-10-10 06:36:56,Lost,2019-04-12 9:10:44,Opp - Lost,2019-04-12 09:10:40,year,1
company3194,625,AE - Solution Design,Opp - Lost,2019-04-12 09:10:40,2018-10-10 06:36:56,Lost,2019-04-12 9:10:44,Opp - Lost,2019-04-12 09:10:40,year,1
company3198,183,MR - Qualification,AE - Qualified,2018-12-03 08:19:25,2018-11-27 15:00:18,Lost,2019-03-26 9:28:30,Opp - Lost,2019-03-26 09:28:36,year,1
company3198,183,AE - Qualified,AE - Negotiation,2018-12-19 15:34:11,2018-11-27 15:00:18,Lost,2019-03-26 9:28:30,Opp - Lost,2019-03-26 09:28:36,year,1
company3198,183,AE - Negotiation,Opp - Lost,2019-03-26 09:28:36,2018-11-27 15:00:18,Lost,2019-03-26 9:28:30,Opp - Lost,2019-03-26 09:28:36,year,1
company3201,100,AE - Qualified,Confirmed,2018-03-19 07:41:26,2018-02-23 18:25:41,Customer,2018-03-19 8:03:21,Paying,2018-03-26 18:26:07,year,1
company3201,100,Confirmed,Paying,2018-03-26 18:26:07,2018-02-23 18:25:41,Customer,2018-03-19 8:03:21,Paying,2018-03-26 18:26:07,year,1
company3203,50,MR - Qualification,AE - Qualified,2018-12-03 09:34:37,2018-11-30 11:28:08,Customer,2018-12-04 16:49:47,Paying,2019-01-08 10:03:48,month,4
company3203,50,AE - Qualified,Confirmed,2018-12-04 16:49:42,2018-11-30 11:28:08,Customer,2018-12-04 16:49:47,Paying,2019-01-08 10:03:48,month,9
company3203,50,Confirmed,Paying,2019-01-08 10:03:48,2018-11-30 11:28:08,Customer,2018-12-04 16:49:47,Paying,2019-01-08 10:03:48,month,11
company3206,36,AE - Qualified,Confirmed,2017-08-09 14:01:45,2017-06-12 14:12:32,Customer,2017-08-09 14:02:07,Paying,2017-11-17 15:00:19,month,5
company3206,36,Confirmed,Paying,2017-11-17 15:00:19,2017-06-12 14:12:32,Customer,2017-08-09 14:02:07,Paying,2017-11-17 15:00:19,month,8
company3208,53,SD - Interested,SD - Engaged,2019-04-18 12:36:43,2019-04-15 09:03:25,Customer,2019-05-08 15:39:05,Confirmed,2019-05-07 10:29:17,month,6
company3208,53,SD - Engaged,AE - Qualified,2019-04-23 08:21:29,2019-04-15 09:03:25,Customer,2019-05-08 15:39:05,Confirmed,2019-05-07 10:29:17,month,4
company3208,53,AE - Qualified,Confirmed,2019-05-07 10:29:17,2019-04-15 09:03:25,Customer,2019-05-08 15:39:05,Confirmed,2019-05-07 10:29:17,month,7
company3211,167,AE - Qualified,Opp - Lost,2017-05-19 13:34:08,2017-01-30 12:54:20,Customer,2017-08-21 14:07:57,Paying,2017-10-06 12:45:21,year,1
company3211,167,Opp - Lost,Confirmed,2017-08-04 13:41:47,2017-01-30 12:54:20,Customer,2017-08-21 14:07:57,Paying,2017-10-06 12:45:21,year,1
company3211,167,Confirmed,Paying,2017-10-06 12:45:21,2017-01-30 12:54:20,Customer,2017-08-21 14:07:57,Paying,2017-10-06 12:45:21,year,1
company3214,77,AE - Qualified,Confirmed,2017-12-20 13:55:34,2017-11-28 09:46:57,Customer,2017-12-20 14:48:37,Paying,2017-12-20 17:10:27,year,1
company3214,77,Confirmed,Paying,2017-12-20 17:10:27,2017-11-28 09:46:57,Customer,2017-12-20 14:48:37,Paying,2017-12-20 17:10:27,year,1
company3216,120,MR - Qualification,AE - Qualified,2018-09-28 07:12:19,2018-09-20 14:13:58,Customer,2018-11-30 15:43:43,Confirmed,2018-11-30 15:43:40,year,1
company3216,120,AE - Qualified,Opp - Lost,2018-10-17 08:58:44,2018-09-20 14:13:58,Customer,2018-11-30 15:43:43,Confirmed,2018-11-30 15:43:40,year,1
company3216,120,Opp - Lost,MR - Qualification,2018-11-08 11:00:41,2018-09-20 14:13:58,Customer,2018-11-30 15:43:43,Confirmed,2018-11-30 15:43:40,year,1
company3216,120,MR - Qualification,AE - Qualified,2018-11-30 10:31:34,2018-09-20 14:13:58,Customer,2018-11-30 15:43:43,Confirmed,2018-11-30 15:43:40,year,1
company3216,120,AE - Qualified,Confirmed,2018-11-30 15:43:40,2018-09-20 14:13:58,Customer,2018-11-30 15:43:43,Confirmed,2018-11-30 15:43:40,year,1
company3221,167,AE - Qualified,AE - Solution Design,2018-09-07 14:18:55,2018-06-28 13:44:28,Lost,2018-11-13 15:42:16,Opp - Lost,2018-11-13 15:42:12,year,1
company3221,167,AE - Solution Design,Opp - Lost,2018-11-13 15:42:12,2018-06-28 13:44:28,Lost,2018-11-13 15:42:16,Opp - Lost,2018-11-13 15:42:12,year,1
company3223,29,SD - Interested,Opp - Lost,2018-10-04 13:27:56,2018-07-31 09:42:10,Disqualified,2018-10-04 13:27:47,Opp - Lost,2018-10-04 13:27:56,month,1
company3224,228,MR - Qualification,AE - Qualified,2019-01-16 11:24:29,2019-01-10 11:49:17,Qualified,2019-01-16 11:29:37,AE - Qualified,2019-01-16 11:24:29,year,1
company3225,65,AE - Qualified,Opp - Lost,2017-12-07 09:30:05,2017-11-06 15:28:05,Lost,2017-12-07 9:55:34,Opp - Lost,2017-12-07 09:30:05,month,9
company3226,36,AE - Qualified,Confirmed,2017-12-27 10:14:35,2017-12-22 14:51:46,Customer,2017-12-27 11:19:54,Paying,2018-01-15 17:18:49,month,1
company3226,36,Confirmed,Paying,2018-01-15 17:18:49,2017-12-22 14:51:46,Customer,2017-12-27 11:19:54,Paying,2018-01-15 17:18:49,month,6
company3228,27,AE - Qualified,Confirmed,2017-11-30 08:55:02,2017-11-16 16:56:49,Customer,2017-11-30 9:02:44,Confirmed,2017-11-30 08:55:02,month,3
company3229,17,Confirmed,Paying,2017-11-23 13:03:24,2017-11-07 15:41:53,Customer,2017-11-10 13:44:21,Paying,2017-11-23 13:03:24,month,8
company3230,37,MR - Qualification,AE - Qualified,2019-02-06 14:35:51,2019-02-05 11:34:23,Customer,2019-02-11 11:55:04,Confirmed,2019-02-11 11:55:15,month,3
company3230,37,AE - Qualified,Confirmed,2019-02-11 11:55:15,2019-02-05 11:34:23,Customer,2019-02-11 11:55:04,Confirmed,2019-02-11 11:55:15,month,4
company3232,71,AE - Qualified,Confirmed,2018-01-18 11:19:48,2018-01-18 08:43:01,Customer,2018-01-18 11:25:59,Paying,2018-01-26 17:15:05,month,2
company3232,71,Confirmed,Paying,2018-01-26 17:15:05,2018-01-18 08:43:01,Customer,2018-01-18 11:25:59,Paying,2018-01-26 17:15:05,month,4
company3234,29,AE - Qualified,Confirmed,2018-01-08 17:22:43,2017-12-27 10:30:32,Customer,2018-01-08 17:22:34,Paying,2018-01-08 19:17:41,month,3
company3234,29,Confirmed,Paying,2018-01-08 19:17:41,2017-12-27 10:30:32,Customer,2018-01-08 17:22:34,Paying,2018-01-08 19:17:41,month,5
company3236,754,MR - Qualification,Opp - Lost,2019-01-08 10:18:23,2018-11-05 11:39:07,Disqualified,2019-01-08 10:18:16,Opp - Lost,2019-01-08 10:18:23,year,1
company3237,339,MR - Qualification,AE - Qualified,2018-09-17 12:33:41,2018-09-13 08:26:03,Lost,2019-04-25 15:20:05,Opp - Lost,2019-04-25 15:20:15,year,1
company3237,339,AE - Qualified,Opp - Lost,2019-04-25 15:20:15,2018-09-13 08:26:03,Lost,2019-04-25 15:20:05,Opp - Lost,2019-04-25 15:20:15,year,1
company3239,36,MR - Qualification,AE - Qualified,2018-09-04 11:38:35,2018-09-04 09:17:46,Customer,2018-09-14 9:29:22,Paying,2018-09-26 11:10:58,month,4
company3239,36,AE - Qualified,AE - Negotiation,2018-09-07 08:21:30,2018-09-04 09:17:46,Customer,2018-09-14 9:29:22,Paying,2018-09-26 11:10:58,month,7
company3239,36,AE - Negotiation,Confirmed,2018-09-14 09:29:19,2018-09-04 09:17:46,Customer,2018-09-14 9:29:22,Paying,2018-09-26 11:10:58,month,7
company3239,36,Confirmed,Paying,2018-09-26 11:10:58,2018-09-04 09:17:46,Customer,2018-09-14 9:29:22,Paying,2018-09-26 11:10:58,month,1
company3243,71,MR - Qualification,AE - Qualified,2018-09-12 07:12:02,2018-09-11 13:28:18,Lost,2018-09-28 7:41:09,Opp - Lost,2018-09-28 07:41:13,month,4
company3243,71,AE - Qualified,AE - Solution Design,2018-09-26 08:58:58,2018-09-11 13:28:18,Lost,2018-09-28 7:41:09,Opp - Lost,2018-09-28 07:41:13,month,6
company3243,71,AE - Solution Design,Opp - Lost,2018-09-28 07:41:13,2018-09-11 13:28:18,Lost,2018-09-28 7:41:09,Opp - Lost,2018-09-28 07:41:13,month,7
company3246,164,MR - Qualification,AE - Qualified,2018-08-13 07:45:24,2018-08-09 11:44:23,Qualified,2018-08-13 7:45:28,AE - Qualified,2019-05-03 08:34:29,year,1
company3246,164,AE - Qualified,AE - Solution Design,2018-09-07 14:20:21,2018-08-09 11:44:23,Qualified,2018-08-13 7:45:28,AE - Qualified,2019-05-03 08:34:29,year,1
company3246,164,AE - Solution Design,AE - Qualified,2019-03-28 10:36:02,2018-08-09 11:44:23,Qualified,2018-08-13 7:45:28,AE - Qualified,2019-05-03 08:34:29,year,1
company3246,164,AE - Qualified,AE - Solution Design,2019-04-25 13:47:27,2018-08-09 11:44:23,Qualified,2018-08-13 7:45:28,AE - Qualified,2019-05-03 08:34:29,year,1
company3246,164,AE - Solution Design,AE - Qualified,2019-05-03 08:34:29,2018-08-09 11:44:23,Qualified,2018-08-13 7:45:28,AE - Qualified,2019-05-03 08:34:29,year,1
company3251,29,AE - Qualified,Paying,2017-04-06 12:59:56,2017-03-30 16:03:06,Customer,2017-04-07 12:56:43,Paying,2017-04-06 12:59:56,month,10
company3252,71,AE - Qualified,Confirmed,2016-09-23 13:14:07,2016-08-17 10:59:13,Customer,2016-09-23 13:24:50,Paying,2017-01-20 13:30:51,month,2
company3252,71,Confirmed,Paying,2017-01-20 13:30:51,2016-08-17 10:59:13,Customer,2016-09-23 13:24:50,Paying,2017-01-20 13:30:51,month,3
company3254,84,AE - Qualified,Confirmed,2018-01-19 13:02:28,2017-11-13 17:06:01,Customer,2018-01-19 13:02:31,Paying,2018-02-19 17:26:05,year,1
company3254,84,Confirmed,Paying,2018-02-19 17:26:05,2017-11-13 17:06:01,Customer,2018-01-19 13:02:31,Paying,2018-02-19 17:26:05,year,1
company3256,233,MR - Qualification,AE - Qualified,2018-11-20 13:33:54,2018-11-13 13:43:08,Lost,2018-12-28 15:06:53,Opp - Lost,2018-12-28 15:06:48,year,1
company3256,233,AE - Qualified,Opp - Lost,2018-12-28 15:06:48,2018-11-13 13:43:08,Lost,2018-12-28 15:06:53,Opp - Lost,2018-12-28 15:06:48,year,1
company3258,347,AE - Qualified,Opp - Lost,2017-06-23 15:33:23,2017-06-01 12:27:10,Not Interested,2018-12-12 10:38:17,Opp - Lost,2017-06-23 15:33:23,year,1
company3259,341,SD - Interested,SD - Engaged,2019-04-08 08:31:37,2019-04-08 08:17:51,Qualified,2019-04-09 14:43:26,AE - Qualified,2019-04-09 14:47:07,year,1
company3259,341,SD - Engaged,AE - Qualified,2019-04-09 14:47:07,2019-04-08 08:17:51,Qualified,2019-04-09 14:43:26,AE - Qualified,2019-04-09 14:47:07,year,1
company3261,770,AE - Qualified,Confirmed,2018-04-30 13:01:45,2018-04-20 08:44:25,Customer,2018-04-30 13:23:02,Paying,2018-08-20 12:30:27,year,1
company3261,770,Confirmed,Paying,2018-08-20 12:30:27,2018-04-20 08:44:25,Customer,2018-04-30 13:23:02,Paying,2018-08-20 12:30:27,year,1
company3263,27,AE - Qualified,Confirmed,2017-02-17 15:03:49,2017-01-26 15:06:19,Customer,2017-03-07 15:17:48,Paying,2017-03-08 08:47:15,month,10
company3263,27,Confirmed,AE - Qualified,2017-02-20 17:40:10,2017-01-26 15:06:19,Customer,2017-03-07 15:17:48,Paying,2017-03-08 08:47:15,month,4
company3263,27,AE - Qualified,Confirmed,2017-03-07 15:17:40,2017-01-26 15:06:19,Customer,2017-03-07 15:17:48,Paying,2017-03-08 08:47:15,month,3
company3263,27,Confirmed,Paying,2017-03-08 08:47:15,2017-01-26 15:06:19,Customer,2017-03-07 15:17:48,Paying,2017-03-08 08:47:15,month,9
company3267,447,SD - Engaged,AE - Qualified,2019-04-12 12:34:40,2019-04-11 15:52:09,Qualified,2019-04-12 12:32:28,AE - Qualified,2019-04-12 12:34:40,year,1
company3268,38,MR - Qualification,AE - Qualified,2018-10-10 15:10:03,2018-10-09 13:20:06,Lost,2018-10-16 9:22:37,Opp - Lost,2018-10-16 09:22:32,month,4
company3268,38,AE - Qualified,Opp - Lost,2018-10-16 09:22:32,2018-10-09 13:20:06,Lost,2018-10-16 9:22:37,Opp - Lost,2018-10-16 09:22:32,month,10
company3270,42,MR - Qualification,AE - Qualified,2018-11-16 15:09:52,2018-11-16 14:35:33,Disqualified,2019-03-01 14:53:11,Opp - Lost,2019-03-01 14:53:22,month,8
company3270,42,AE - Qualified,Opp - Lost,2018-12-21 11:35:01,2018-11-16 14:35:33,Disqualified,2019-03-01 14:53:11,Opp - Lost,2019-03-01 14:53:22,month,4
company3270,42,Opp - Lost,MR - Qualification,2019-02-18 09:26:09,2018-11-16 14:35:33,Disqualified,2019-03-01 14:53:11,Opp - Lost,2019-03-01 14:53:22,month,11
company3270,42,MR - Qualification,AE - Qualified,2019-02-18 11:24:36,2018-11-16 14:35:33,Disqualified,2019-03-01 14:53:11,Opp - Lost,2019-03-01 14:53:22,month,8
company3270,42,AE - Qualified,Opp - Lost,2019-03-01 14:53:22,2018-11-16 14:35:33,Disqualified,2019-03-01 14:53:11,Opp - Lost,2019-03-01 14:53:22,month,7
company3275,588,MR - Qualification,AE - Qualified,2019-04-25 12:58:58,2019-04-17 13:54:36,Qualified,2019-04-25 12:58:36,AE - Qualified,2019-04-25 12:58:58,year,1
company3276,35,AE - Qualified,Confirmed,2017-12-04 12:54:22,2017-11-13 16:39:41,Customer,2017-12-04 12:53:50,Paying,2017-12-23 15:08:16,month,6
company3276,35,Confirmed,Paying,2017-12-23 15:08:16,2017-11-13 16:39:41,Customer,2017-12-04 12:53:50,Paying,2017-12-23 15:08:16,month,9
company3278,165,SD - Engaged,Opp - Lost,2019-04-17 14:29:10,2019-04-03 12:07:31,Disqualified,2019-04-17 14:29:21,Opp - Lost,2019-04-17 14:29:10,year,1
company3279,38,Confirmed,Opp - Lost,2016-11-03 14:31:50,2016-08-03 13:56:56,Disqualified,2018-10-12 14:13:55,Opp - Lost,2016-11-03 14:31:50,month,11
company3280,189,AE - Qualified,Confirmed,2017-08-01 10:44:39,2017-05-03 12:24:51,Customer,2017-08-01 10:44:44,Paying,2017-09-14 15:41:56,year,1
company3280,189,Confirmed,Paying,2017-09-14 15:41:56,2017-05-03 12:24:51,Customer,2017-08-01 10:44:44,Paying,2017-09-14 15:41:56,year,1
company3282,118,AE - Qualified,Opp - Lost,2017-10-17 16:08:44,2017-03-07 10:23:49,Lost,2017-10-17 16:08:34,Opp - Lost,2017-10-17 16:08:44,year,1
company3283,388,SD - Interested,Opp - Lost,2019-02-01 09:13:49,2018-11-05 10:53:41,Not Interested,2018-12-04 16:06:19,Opp - Lost,2019-02-01 09:13:49,year,1
company3284,138,MR - Qualification,AE - Qualified,2018-08-03 13:51:54,2018-07-30 15:37:43,Lost,2018-09-20 7:43:40,Opp - Lost,2018-09-20 07:43:34,year,1
company3284,138,AE - Qualified,Opp - Lost,2018-09-20 07:43:34,2018-07-30 15:37:43,Lost,2018-09-20 7:43:40,Opp - Lost,2018-09-20 07:43:34,year,1
company3286,65,AE - Qualified,Confirmed,2017-10-20 13:17:14,2017-10-10 08:04:44,Customer,2017-10-20 13:28:43,Paying,2017-11-20 11:07:48,month,8
company3286,65,Confirmed,Paying,2017-11-20 11:07:48,2017-10-10 08:04:44,Customer,2017-10-20 13:28:43,Paying,2017-11-20 11:07:48,month,8
company3288,33,AE - Qualified,Confirmed,2017-10-20 09:07:47,2017-10-20 09:07:34,Customer,2017-10-20 9:07:57,Paying,2017-10-20 10:53:10,month,4
company3288,33,Confirmed,Paying,2017-10-20 10:53:10,2017-10-20 09:07:34,Customer,2017-10-20 9:07:57,Paying,2017-10-20 10:53:10,month,6
company3290,120,AE - Qualified,Opp - Lost,2018-02-09 14:31:57,2018-01-04 16:22:01,Interested,2019-05-09 11:46:40,Opp - Lost,2018-02-09 14:31:57,year,1
company3291,29,MR - Qualification,AE - Qualified,2018-08-27 12:37:19,2018-08-22 09:38:00,Lost,2018-10-19 13:34:54,Opp - Lost,2018-10-19 13:30:17,month,7
company3291,29,AE - Qualified,Opp - Lost,2018-10-19 13:30:17,2018-08-22 09:38:00,Lost,2018-10-19 13:34:54,Opp - Lost,2018-10-19 13:30:17,month,8
company3293,29,AE - Qualified,Opp - Lost,2018-07-06 10:10:32,2018-05-28 15:58:11,Lost,2018-07-06 10:10:35,Opp - Lost,2018-07-06 10:10:32,month,9
company3294,105,AE - Qualified,Opp - Lost,2016-12-08 10:29:41,2016-10-19 09:11:23,Customer,2017-01-31 16:24:00,Paying,2017-02-23 12:20:57,year,1
company3294,105,Opp - Lost,AE - Qualified,2017-01-24 13:56:00,2016-10-19 09:11:23,Customer,2017-01-31 16:24:00,Paying,2017-02-23 12:20:57,year,1
company3294,105,AE - Qualified,Confirmed,2017-01-31 16:23:56,2016-10-19 09:11:23,Customer,2017-01-31 16:24:00,Paying,2017-02-23 12:20:57,year,1
company3294,105,Confirmed,Paying,2017-02-23 12:20:57,2016-10-19 09:11:23,Customer,2017-01-31 16:24:00,Paying,2017-02-23 12:20:57,year,1
company3298,71,MR - Qualification,AE - Qualified,2019-02-11 17:19:51,2019-02-11 09:01:55,Qualified,2019-02-11 17:19:54,AE - Qualified,2019-02-11 17:19:51,month,7
company3299,71,MR - Qualification,AE - Qualified,2018-11-07 14:43:50,2018-11-05 15:09:20,Lost,2018-11-16 11:40:36,Opp - Lost,2018-11-16 11:40:33,month,5
company3299,71,AE - Qualified,Opp - Lost,2018-11-16 11:40:33,2018-11-05 15:09:20,Lost,2018-11-16 11:40:36,Opp - Lost,2018-11-16 11:40:33,month,4
company3301,33,MR - Qualification,AE - Qualified,2019-04-25 14:07:16,2019-04-18 12:00:04,Qualified,2019-04-25 14:07:26,AE - Qualified,2019-04-25 14:07:16,month,10
company3302,35,AE - Qualified,Confirmed,2017-06-28 13:00:36,2017-06-27 10:44:19,Customer,2017-06-28 12:47:04,Paying,2017-07-06 17:39:09,month,3
company3302,35,Confirmed,Paying,2017-07-06 17:39:09,2017-06-27 10:44:19,Customer,2017-06-28 12:47:04,Paying,2017-07-06 17:39:09,month,3
company3304,163,SD - Interested,MR - Qualification,2019-04-02 10:21:32,2019-03-05 14:11:46,Pre-qualified Inbound,2019-03-05 13:40:33,MR - Qualification,2019-04-02 10:21:32,year,1
company3305,95,Confirmed,Paying,2016-12-03 13:33:17,2016-12-01 10:26:53,Customer,2016-12-01 10:26:15,Paying,2016-12-03 13:33:17,year,1
company3306,340,SD - Interested,SD - Engaged,2019-05-02 13:11:50,2019-04-23 11:24:09,Pre-qualified Outbound,2019-05-02 13:11:54,SD - Engaged,2019-05-02 13:11:50,year,1
company3307,134,MR - Qualification,AE - Qualified,2018-10-17 08:23:30,2018-10-16 15:28:03,Qualified,2018-10-17 8:23:34,AE - Solution Design,2018-11-22 13:46:29,year,1
company3307,134,AE - Qualified,AE - Solution Design,2018-11-22 13:46:29,2018-10-16 15:28:03,Qualified,2018-10-17 8:23:34,AE - Solution Design,2018-11-22 13:46:29,year,1
company3309,523,MR - Qualification,AE - Qualified,2018-10-15 15:28:43,2018-10-08 14:46:58,Lost,2018-10-26 9:30:36,Opp - Lost,2018-10-26 09:30:30,year,1
company3309,523,AE - Qualified,Opp - Lost,2018-10-26 09:30:30,2018-10-08 14:46:58,Lost,2018-10-26 9:30:36,Opp - Lost,2018-10-26 09:30:30,year,1
